סמל מוסד,שם מוסד,שם מנהל
178160,אטור יסודי בנים,ואיל אבו אלהוא
178178,סאחורה מכין בנות,אמאל אשקיראת
178194,יסודי אלחית כפר עקב,עיסא נאסר
179754,כפר עקב חדש,אמאני פלאח
179770,"בי""ס יוסף ה' עליכם",שלמה עבד
180018,אזורי מקיף עין כרם,אסף שמר
180034,"ישיבת אמי""ת נחשון",איתי מתתיהו וויס
182931,ישמח משה,אליהו נתניאן
183194,ראשית,תמר פרידמן-בן-שלום
183269,ישיבת חסידי גור,יצחק מנחם קלינבסקי
184002,מורשת דליה חיי שרה,אמיר קריספל
184010,פריר בית חנינא,גורג נבר
184093,ישיבת פורת יוסף,אפרים מרשה
185157,"עי""ס אלחיה צור באהר",סלאח דבש
186361,ידיד ה',שאול אריה מורגנשטרן
186379,דרכי אבותינו,חיים שרגא פייבל שוב
186387,קרלין סטולין,עמרם בריזל
186395,ראשית,שרה אבישי
186809,אלחיה מעורב כפר עקב,מוניר אבו עסבה
186908,אולפנא בני עקיבא נריה,יניב כהן
187575,ביס שמידט קולג' בנות,דיתריש בוימר
188060,בית יעקב גור,מרים נוסבוים
188078,"ת""ת מעלה מכמש",אברהם-בצלאל מגדל
188086,"דמוקרטי ע""ש נדב",מירב ניר הוד
189001,אולפנת נחלה דרכא,יעל צמח
189043,אבדאאע,רפיף ארנאווט
189076,סמינר בית יעקב,יעקב יוליוס הילדסהיים
189084,סמינר בית יעקב,אסתר הלל
189910,אלפורקאן,סוהיר מקאווי
189944,בית יעקב אביעזרי,גיטה גוטליב
190066,מכון בית יעקב למורות,ישראל לוין
190108,אור אלחנן,ברוך יעקב סומפולינסקי
191015,אבני החושן,דקלה דוראני שיאון
191031,יפתח,יריב פלר-יסף
192849,"חומת שמואל מ""מ",שרון ברינה
192997,"חט""ב עיסוויה בנים",חדר עביד
193003,"חט""ב עיסוואיה בנות",פאטמה עבידאת
193185,אולפנת שעלי תורה,אלעד בן אליהו
194134,"ת""ת פרי התורה",צבי יעקובוביץ
194472,אהבת ישראל בנים,הדסה נחמני
194753,תת ברכת אברהם סלונים,מנחם מנדל פוקסמן
195404,אל סלאם,אחמד נאסר
195412,אל זהרה,מוחמד עליאן
195958,"מש""י מרכז שקום ילדים",שולמית פרבשטיין
197715,ישיבת פורת יוסף גאולה,אפרים מרשה
197798,סמינר בית יעקב ב.שמש,ברכה דרוק
198085,"חט""ב ראס אל-עמוד",סאלח סאלח
198192,תיכון צור באהר,היתאם סלאמה
198457,נתיבות התורה,שמואל בנימין טולנפלד
199109,"סמינר ב""י אפיקי דעה",אלישבע גרליץ
199117,תת מוריה רמת בית שמש,משה דוד שטינר
199539,"ב""י משכנות תמר אחוזת ברכפלד",עדה לאה ניוטון
199752,תת תורת חסד,משה ארוש
199919,עמל עטרות מ.ירושלים,מאהר אזחימאן
210062,מבוא גליל-איילת השחר,נגה שמחי
210104,קשת התקווה,שפרה טולדנו צפריר
210120,אפיקי-ירדן,דקלה פרץ
210138,אפק-יסודי,יריב גל
210260,גלבוע -בית שאן,אושרה ויזמן
210286,תומר,אודליה אלבז
210294,מאיר מד-בית שאן,שירן דהן
210302,קשת יונתן,אלירז אגא מזרחי
210310,תחכמוני מד-בית שאן,מירב לוי אבורמד
210328,שלום עליכם- בצת,יפעת שייט משולם
210419,אופקים,אבנר גרוסר
210427,נופי ארבל-גנוסר,רונית צ'ובינסקי
210435,עמק יזרעאל-גניגר,רואי כהן
210468,אזורי חופי-הגליל,שגיא קדר
210484,יד לחמישה -דבורה,הילה כהן
210500,בית החינוך -דגניה א,זאב בילר
210575,הזורע -פלגים,הדס ורהפטיג
210641,אזורי דקלים-חמדיה,שירן זהרוני דגן
210674,"יסודי ע""ש אברט",רינת ביטון
210682,חוני המעגל,כרמית טובינא
210690,ארליך - טבריה,סורית אור קבבגי
210708,כינר,רחל קקון
210732,רעות-טבריה,נפתלי טורזמן
210781,תחכמוני מד-טבריה,חגית אביבית כנפי
210799,נועם ישראל,תמר לוגסי
210807,נפתלי -יבנאל,קרן אריש
210815,"ממ""ד חב""ד -יבנאל",אורלי לוגסי
210880,"דמוקרטי אורנים ע""ש יצחק שמיר",ליאורה סגל
210906,הדסים-יקנעם עלית,רות כרמית פרינס
210914,"יסודי פסגות""-יראון",חוה פטריסיה טרכטנברג
210930,כברי -מעיינות,אוסנת נוטמן
210948,אזורי כדורי,יהודית הרשקוביץ
210955,"בה""ס נעמי שמר",מיטל כרמל
210963,הגומא אזורי כפר בלום,אורנה וינברג
210971,עלי גבעה -כפר גלעדי,סיגלית פרץ
211029,מרחבים כפר יהושע,עינב קפלן מרדכי
211128,לביא אזורי ממד,ראומה ביים
211185,"רמון ע""ש אילן רונה ואסף רמון",רינת שפטניצקי זמיר
211193,הארי ממד מגדל העמק,אליעזר שושני
211268,"ע""ש הנדיב-מטולה",קרן עזריה
211276,חמד אזורי ממד מירון,לירז נחמיאס
211326,משותף רימון מסילות,גלית חיה דגן
211375,ארזים -מעלות תרשיחא,רונית מרום
211383,יהלם-מעלות תרשיחא,עמרם אביבי
211441,לב העמק-נאות מרדכי,מור לוי
211458,נהלל אזורי,אשרת טל
211466,אוסישקין-נהריה,אילנית בנית פיטרושקה
211474,וייצמן-נהריה,יפית שניצר
211490,ברל כצנלסון נהריה,נורית וולף
211516,רמז -נהריה,מזל קורקוס
211532,רמבם מד-נהריה,מוריה שוקרון
211623,עצמון,לימור סגל
211631,סאסא-נוף הרים,אסתר בלזר
211714,גוונים-עין המפרץ,איריס אלטיט
211755,משותף עמק חרוד,סנדרה ברגר
211797,גורדון - עכו,יעל אריש
211813,התומר -עכו,פולה בן גוריון חדגאג
211821,וייצמן-עכו,סמדר זנטי
211847,רמבם מד-עכו,יהונתן רז
211854,הרצוג מד-עכו,צופיה משה
211904,אלומות -עפולה,מירב רחמיאן
211912,אלון יזרעאל-עפולה,מיכל ברובן
211946,אוהל מאיר מד-עפולה,לימור שטרית
211953,מעלות נסים ממד עפולה,אליאור בטיטו
211961,מוריה מד-עפולה,עדי גבר
212001,נוף גליל,דניאלה חזן
212019,חבד מד -אביטל,רעות גורי
212035,"אגמי""ם",מירב ברזל
212043,"ממ כי""ח -צפת ב'",נחמה ססי
212068,ממד בירב -צפת,מיכל דמרי
212084,המגינים -קרית שמונה,שרית כרסנטי אוחנה
212092,מצודות-קרית שמונה,שולמית בן שטרית
212100,תל חי-קרית שמונה,עינבר בלחנס
212118,עוזיאל מד-קרית שמונה,אילנה מויאל
212126,רמבם מד-קרית שמונה,רחל הוד
212142,וילקומיץ-ראש פינה,ויקטוריה מודלינגר
212159,רגבה אזורי,עדי הראל
212167,ביכורים,עינת היימן
212217,ארזים רמת ישי,ויקי ויקטוריה דניאל
212274,שדה אליהו משותף דתי,אוסנת אבני
212290,שדה יעקב מד,מיכל פופלינגר
212357,יצחק בן צבי,סיגל אדרי
212365,"הרב מימון ממ""ד שלומי",שמרית בן חמו
212415,שריד -שגיא,אורלי להב
212464,בית יעקב מרכז טבריה,חנה סבו
212480,"ב""י בית יוסף",שרון רם
212506,תת ובי כפר גדעון,חגי ירוחם רבינסקי
212522,"ת""ת עכו צפון",ישורון שלום פורשנר
212530,"ב""י עכו ציבורי",דינה מזרחי
212589,ארבל מד,אבידן מעודה
212654,יאנוש קורצאק-ק.שמונה,איריס אלפסי
212688,הארי מד צפת,עלי צרפתי
212738,בן צבי-עפולה,שלום שי אלון
212746,בית יעקב אלשיך,דימינטה רותי רביבו
212753,נחשוני החולה יסוד המ,יונית אסתר שנקר
212761,שבט סופר,חנן דוד פלג
212795,רמבם מד-בית שאן,דוד ישראל אדרי
212811,נתיב מאיר-מעלות,סיגלית אטיאס
212902,"ת""ת וב""י תהילת אדיר",רות שוקרון
212936,איזורי מעונה,גילה חדד
212969,יודפת,חגית יאיר גולדברג
212985,תבנית החינוך המוזהב,אורי פרי
213033,אלקבץ,אוריאל דבוש
213090,גליל,מנאר חיאדרי
213108,"מוריה ממ""ד כרמיאל",אורי פנחס
213124,הדקל -כרמיאל,עמית יניב
213132,אביטל-מרום גולן,הילה גיזל קודיש
213157,"ביה""ס גולן-חיספין",יצחק אליעזר פריש
213165,"חב""ד מ""ד",שטערנא שרה נפרסטק
213181,תפארת בית יעקב,לאה שניטרפלר
213223,איילים -טבריה,נתנאלה מזוז
213231,מול גלעד אשדות יעקוב,אסנת אזרד
213249,פנינת אור,רבקה דחבש
213272,מצפה גולן,מירה הופמן
213280,מנחם בגין,חוה אבוקרט
213306,"גולן ע""ש שמעון פרס",פני נוימן
213330,"ת""ת וב""י קול מנחם",מנחם צבי וינגוט
213389,גמלא -קצרין,לירון משה
213405,ז.שזר-עכו,מיטל דבש
213413,ניצנים כרמיאל,הדס פלדמן
213439,"ת""ת פרחי כהונה",יגאל כהן
213447,נר הגלבוע,אביבית רויטל כהן
213504,יגאל אלון-מגדל העמק,עינת וקנין
213561,"אור-מנחם חב""ד בנים",מרדכי ידגר
213579,"ממ""ד הצבי - קשת",גיל קלינשפיז
213595,"ממ""ד אבן שוהם",שמחה טולדנו
213629,כרמל,נורית יעקב
213637,בית זאב-גאולים עפולה,שרון שרה מלכה
213660,בית הספר האזורי משגב,עידו עמר הדני
213702,עליזה בגין מגדל העמק,דורית כהן
213710,עש גולדה מאיר נהריה,גל בואדנה
213736,"בית חינוך קהילתי""קשת",מירב לבקוביץ
213751,אשכול עכו,סמדר שחר בן ארוש בן סימון
213827,יחד,יפעת פבריקנט
213843,זכרון מאיר,דוד אוחנה
213850,תלמוד תורה מגן אבות,נתן אפרים קניג
213868,אלקבץ,אוריאל דבוש
213884,ולדורף-הרדוף,אייל חיים לנג
213892,האיריסים-כרמיאל,מיכל קמינקר
213900,"תת חב""ד",מנחם מנדל דונין
213918,הר נוף,משה אליהו
213926,מנחם בגין,אורגד זגזג
213934,הר-שכניה,שרית ארזי
213959,הרעות,שרית זריהן
213991,ממ ג'-גוונים עפולה,אילנה ימנה עוז
214007,אולפנת צביה עפולה,שמחה בתיה מסעודי שטמלר
214023,קול יהודה (מעורב),נתנאלה לחיאני
214031,נחליאל,אריאלה מאדר
214049,בת מלך,יעל ויזאן
214064,"ב""י מאור חיים",רחל חנה ברלינסקי
214080,נתיב,אסף גסטפרוינד
214098,ישיבת אביר יעקב,יחזקאל רפאלי
214114,"אור-מנחם חב""ד בנות",אושרת עבאדי
214122,נטופה,מרים הלנה כהן
214130,כסולות,סיגלית גוטמן
214148,"ת""ת תפארת טבריה",בנימין זאב בוימל
214155,יצחק רבין,רחל בראמי
214163,רקפת-כרמיאל,לידה נחום
214171,"יסודי ממ""ד קצרין",מנחם ונינו
214197,יסודי ארזים,אורית נעוס
214205,יסודי הר גילון,קרן ארד סבג
214213,"ת""ת נר הצפון",אושרי-אשר אזולאי
214221,הראשונים מעלות,מירב אפרים
214239,יסודי נופים,ליליה נודל
214247,"אזורי""עלי גבעה",יעקב וקנין
214254,"ת""ת המאוחד",שמעון אלמלח
214262,נזירות הסיליזיאן,ריתא חדאד
214270,"ב""י בת מלך",אילת בשירי
214296,ברכת ישראל,עודד יעקב סיבוני
214312,באר החיים,דביר ציון לוזון
214338,ישיבת בני עקיבא,אורית גרוס
214353,"ת""ת ילדי חן",גדעון עמוס מצליח
214361,בית פייגא לבנות,רויטל גרמה
214395,כלנית -כרמיאל,מירב פרס דמרי
214403,חסד ורחמים,שמעון נגר
214411,"ממ""ד נועם טבריה",חי דמרי
214429,נועם - נריה,יוסי פרץ
214437,"ביה""ס משותף עומרים",עדי יקרה דניאל יאיר
